---,Holding,Windup,Release,Recovery,Combo,Riposte,Feint,Thwack,HitSuccess,Blocked,WorldHit,Damage,StaminaCost,PlayRate,DrawStrength,WorldHitStartPercentage,WorldHitStopPercentage,TurnLimitStrength,VerticalTurnLimitStrength,ReverseTurnLimitStrength,ThwackOnHit,HitSuccessOnHit,Direction,AltDirection,Cooldown,WeaponTipCheckReverse,WeaponTipCheckReverseAlt,WeaponTipCheckDisable,ComboFromBlocked
Weapon_OneHandedSpear.Special,"0.350000","0.800000","0.500000","1.150000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_OneHandedSpear.Throw,"0.400000","0.600000","0.450000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_OneHandedSpear.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_OneHandedSpear.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_OneHandedSpear.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_OneHandedSpear.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Rapier.Slash,"0.350000","0.120000","0.425000","0.750000","0.200000","-1.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.SlashHeavy,"0.350000","0.325000","0.425000","0.850000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Overhead,"0.350000","0.120000","0.400000","0.750000","0.200000","-1.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.OverheadHeavy,"0.350000","0.325000","0.425000","0.850000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Stab,"0.350000","0.200000","0.300000","0.750000","0.200000","-1.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.StabHeavy,"0.350000","0.450000","0.350000","0.850000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Special,"-1.000000","0.600000","0.350000","0.950000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.Throw,"0.400000","0.550000","0.400000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.SprintAttack,"-1.000000","-1.000000","0.300000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Rapier.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_HeavyCavalrySword.Slash,"0.350000","0.250000","0.500000","0.900000","0.150000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.SlashHeavy,"0.350000","0.500000","0.550000","1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Overhead,"0.350000","0.225000","0.475000","0.900000","0.150000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.OverheadHeavy,"0.350000","0.475000","0.475000","1.050000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Stab,"0.350000","0.300000","0.425000","0.900000","0.200000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.StabHeavy,"0.350000","0.525000","0.425000","1.050000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Special,"-1.000000","0.850000","0.450000","0.850000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","75.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.Throw,"0.400000","0.550000","0.400000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.SprintAttack,"-1.000000","-1.000000","0.300000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySword.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_HeavyCavalrySwordMounted.Slash,"0.350000","0.150000","0.500000","0.650000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.SlashHeavy,"-1.000000","0.300000","0.500000","0.750000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Overhead,"0.350000","0.150000","0.500000","0.850000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.OverheadHeavy,"-1.000000","0.300000","0.500000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Stab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.StabHeavy,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Special,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.Throw,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.SprintAttack,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCavalrySwordMounted.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Pickaxe.Slash,"0.350000","0.125000","0.450000","0.800000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.SlashHeavy,"0.350000","0.375000","0.450000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Overhead,"0.350000","0.125000","0.425000","0.800000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.OverheadHeavy,"0.350000","0.375000","0.475000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Stab,"0.350000","0.175000","0.300000","0.850000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.StabHeavy,"0.350000","0.425000","0.350000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Special,"0.350000","0.800000","0.450000","1.000000","0.200000","0.900000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.Throw,"0.400000","0.600000","0.450000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Pickaxe.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Shovel.Slash,"0.350000","0.175000","0.475000","0.800000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.SlashHeavy,"0.350000","0.425000","0.475000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Overhead,"0.350000","0.175000","0.425000","0.800000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.OverheadHeavy,"0.350000","0.425000","0.475000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","65.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Stab,"0.350000","0.175000","0.300000","0.850000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.StabHeavy,"0.350000","0.425000","0.350000","0.950000","0.200000","-1.000000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Special,"0.350000","0.850000","0.500000","1.000000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.Throw,"0.400000","0.600000","0.450000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.225000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Shovel.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Sledgehammer,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
